Contig,protein,Sample_ID,AMG_KO,AMG_KO_name,Pfam,Pfam_name,AMG_KO,KEGG_Entry,Metabolism,Pathway
HV_027_11_k141_25678_B,HV_027_11_k141_25678_2_B,HV_027_11,K03639,moaA; CNX2; GTP 3';8-cyclase [EC:4.1.99.22],PF04055.21,Radical SAM superfamily,K03639,map04122,Folding; sorting and degradation,Sulfur relay system
HV_027_12_k141_46542,HV_027_12_k141_46542_4,HV_027_12,K01091,gph; phosphoglycolate phosphatase [EC:3.1.3.18],PF13419.6,Haloacid dehalogenase-like hydrolase,K01091,map00630,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism
HV_027_14_k141_26716,HV_027_14_k141_26716_3,HV_027_14,K00616,E2.2.1.2; talA; talB; transaldolase [EC:2.2.1.2],PF00923.19,Transaldolase/Fructose-6-phosphate aldolase,K00616,map00030,Carbohydrate metabolism,Pentose phosphate pathway
HV_027_14_k141_30770,HV_027_14_k141_30770_5,HV_027_14,K00928,lysC; aspartate kinase [EC:2.7.2.4],PF00696.28,Amino acid kinase family,K00928,map00260,Amino acid metabolism,Glycine; serine and threonine metabolism
HV_027_14_k141_30770_B,HV_027_14_k141_30770_5_B,HV_027_14,K00928,lysC; aspartate kinase [EC:2.7.2.4],PF00696.28,Amino acid kinase family,K00928,map00270,Amino acid metabolism,Cysteine and methionine metabolism
HV_027_14_k141_30770_C,HV_027_14_k141_30770_5_C,HV_027_14,K00928,lysC; aspartate kinase [EC:2.7.2.4],PF00696.28,Amino acid kinase family,K00928,map00300,Amino acid metabolism,Lysine biosynthesis
HV_027_14_k141_30770_D,HV_027_14_k141_30770_5_D,HV_027_14,K00928,lysC; aspartate kinase [EC:2.7.2.4],PF00696.28,Amino acid kinase family,K00928,map00261,Biosynthesis of other secondary metabolites,Monobactam biosynthesis
HV_027_14_k141_4430,HV_027_14_k141_4430_2,HV_027_14,K01737,queD; ptpS; PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50],PF01242.19,6-pyruvoyl tetrahydropterin synthase,K01737,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
HV_027_14_k141_4430_3,HV_027_14_k141_4430_3,HV_027_14,K10026,queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3],PF04055.21,Radical SAM superfamily,K10026,map00790,Metabolism of cofactors and vitamins,Folate biosynthesis
HV_027_14_k141_5896,HV_027_14_k141_5896_3,HV_027_14,K09882,cobS; cobaltochelatase CobS [EC:6.6.1.2],PF07728.14,AAA domain (dynein-related subfamily),K09882,map00860,Metabolism of cofactors and vitamins,Porphyrin and chlorophyll metabolism
HV_027_15_k141_17141,HV_027_15_k141_17141_5,HV_027_15,K00558,DNMT1; dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],PF00145.17,C-5 cytosine-specific DNA methylase,K00558,map00270,Amino acid metabolism,Cysteine and methionine metabolism
HV_028_04_k141_16813,HV_028_04_k141_16813_4,HV_028_04,K22227,ahbD; heme synthase,PF04055.21,Radical SAM superfamily,K22227,map00860,Metabolism of cofactors and vitamins,Porphyrin and chlorophyll metabolism
HV_030_14_k141_13654,HV_030_14_k141_13654_5,HV_030_14,K00651,metA; homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31],PF04204.16,Homoserine O-succinyltransferase,K00651,map00920,Energy metabolism,Sulfur metabolism
HV_030_14_k141_13654_B,HV_030_14_k141_13654_5_B,HV_030_14,K00651,metA; homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31],PF04204.16,Homoserine O-succinyltransferase,K00651,map00270,Amino acid metabolism,Cysteine and methionine metabolism
HV_030_15_k141_246,HV_030_15_k141_246_1,HV_030_15,K00919,ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148],,,K00919,map00900,Metabolism of terpenoids and polyketides,Terpenoid backbone biosynthesis
HV_030_20_k141_12875,HV_030_20_k141_12875_2,HV_030_20,K02847,waaL; rfaL; O-antigen ligase [EC:2.4.1.-],PF04932.15,O-Antigen ligase,K02847,map00540,Glycan biosynthesis and metabolism,Lipopolysaccharide biosynthesis
HV_030_27_k141_3343,HV_030_27_k141_3343_3,HV_030_27,K07258,dacC; dacA; dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4],PF00768.20,D-alanyl-D-alanine carboxypeptidase,K07258,map00550,Glycan biosynthesis and metabolism,Peptidoglycan biosynthesis
